-3.0e0 -3.0e0 1.35e1 1.35e1
-2.8775511e0 -3.0e0 1.2963974e1 1.2963974e1
-2.7551022e0 -3.0e0 1.2457936e1 1.2457936e1
-2.6326534e0 -3.0e0 1.1981885e1 1.1981885e1
-2.5102045e0 -3.0e0 1.1535822e1 1.1535822e1
-2.3877556e0 -3.0e0 1.1119746e1 1.1119746e1
-2.2653067e0 -3.0e0 1.073365e1 1.073365e1
-2.1428578e0 -3.0e0 1.0377554e1 1.0377554e1
-2.020409e0 -3.0e0 1.0051436e1 1.0051436e1
-1.89796e0 -3.0e0 9.755313e0 9.755313e0
-1.7755112e0 -3.0e0 9.489174e0 9.489174e0
-1.6530623e0 -3.0e0 9.253023e0 9.253023e0
-1.5306134e0 -3.0e0 9.046858e0 9.046858e0
-1.4081645e0 -3.0e0 8.870682e0 8.870682e0
-1.2857156e0 -3.0e0 8.724493e0 8.724493e0
-1.1632668e0 -3.0e0 8.60829e0 8.60829e0
-1.0408179e0 -3.0e0 8.522075e0 8.522075e0
-9.18369e-1 -3.0e0 8.4658484e0 8.4658484e0
-7.959201e-1 -3.0e0 8.4396086e0 8.4396086e0
-6.734712e-1 -3.0e0 8.4433565e0 8.4433565e0
-5.510223e-1 -3.0e0 8.4770921e0 8.4770921e0
-4.285735e-1 -3.0e0 8.5408148e0 8.5408148e0
-3.061246e-1 -3.0e0 8.6345253e0 8.6345253e0
-1.836757e-1 -3.0e0 8.7582233e0 8.7582233e0
-6.12268e-2 -3.0e0 8.9119084e0 8.9119084e0
6.12221e-2 -3.0e0 9.095581e0 9.095581e0
1.83671e-1 -3.0e0 9.3092413e0 9.3092413e0
3.061198e-1 -3.0e0 9.5528888e0 9.5528888e0
4.285687e-1 -3.0e0 9.8265242e0 9.8265242e0
5.510176e-1 -3.0e0 1.01301466e1 1.01301466e1
6.734665e-1 -3.0e0 1.04637569e1 1.04637569e1
7.959154e-1 -3.0e0 1.08273541e1 1.08273541e1
9.183643e-1 -3.0e0 1.12209393e1 1.12209393e1
1.0408131e0 -3.0e0 1.164451e1 1.164451e1
1.163262e0 -3.0e0 1.2098068e1 1.2098068e1
1.2857109e0 -3.0e0 1.2581615e1 1.2581615e1
1.4081598e0 -3.0e0 1.3095157e1 1.3095157e1
1.5306087e0 -3.0e0 1.3638678e1 1.3638678e1
1.6530576e0 -3.0e0 1.4212187e1 1.4212187e1
1.7755064e0 -3.0e0 1.4815683e1 1.4815683e1
1.8979553e0 -3.0e0 1.5449167e1 1.5449167e1
2.0204042e0 -3.0e0 1.6112639e1 1.6112639e1
2.1428531e0 -3.0e0 1.6806097e1 1.6806097e1
2.265302e0 -3.0e0 1.7529543e1 1.7529543e1
2.3877509e0 -3.0e0 1.8282977e1 1.8282977e1
2.5101997e0 -3.0e0 1.9066397e1 1.9066397e1
2.6326486e0 -3.0e0 1.9879817e1 1.9879817e1
2.7550975e0 -3.0e0 2.0723209e1 2.0723209e1
2.8775464e0 -3.0e0 2.1596597e1 2.1596597e1
2.9999953e0 -3.0e0 2.2499963e1 2.2499963e1

-3.0e0 -2.8775511e0 1.2963974e1 1.2963974e1
-2.8775511e0 -2.8775511e0 1.2420451e1 1.2420451e1
-2.7551022e0 -2.8775511e0 1.1906917e1 1.1906917e1
-2.6326534e0 -2.8775511e0 1.1423369e1 1.1423369e1
-2.5102045e0 -2.8775511e0 1.0969809e1 1.0969809e1
-2.3877556e0 -2.8775511e0 1.0546237e1 1.0546237e1
-2.2653067e0 -2.8775511e0 1.0152644e1 1.0152644e1
-2.1428578e0 -2.8775511e0 9.78905e0 9.78905e0
-2.020409e0 -2.8775511e0 9.455435e0 9.455435e0
-1.89796e0 -2.8775511e0 9.151816e0 9.151816e0
-1.7755112e0 -2.8775511e0 8.87818e0 8.87818e0
-1.6530623e0 -2.8775511e0 8.63453e0 8.63453e0
-1.5306134e0 -2.8775511e0 8.42087e0 8.42087e0
-1.4081645e0 -2.8775511e0 8.237196e0 8.237196e0
-1.2857156e0 -2.8775511e0 8.0835107e0 8.0835107e0
-1.1632668e0 -2.8775511e0 7.9598106e0 7.9598106e0
-1.0408179e0 -2.8775511e0 7.8660992e0 7.8660992e0
-9.18369e-1 -2.8775511e0 7.8023758e0 7.8023758e0
-7.959201e-1 -2.8775511e0 7.7686392e0 7.7686392e0
-6.734712e-1 -2.8775511e0 7.7648903e0 7.7648903e0
-5.510223e-1 -2.8775511e0 7.7911292e0 7.7911292e0
-4.285735e-1 -2.8775511e0 7.8473549e0 7.8473549e0
-3.061246e-1 -2.8775511e0 7.9335686e0 7.9335686e0
-1.836757e-1 -2.8775511e0 8.0497696e0 8.0497696e0
-6.12268e-2 -2.8775511e0 8.195958e0 8.195958e0
6.12221e-2 -2.8775511e0 8.3721338e0 8.3721338e0
1.83671e-1 -2.8775511e0 8.578297e0 8.578297e0
3.061198e-1 -2.8775511e0 8.8144476e0 8.8144476e0
4.285687e-1 -2.8775511e0 9.0805862e0 9.0805862e0
5.510176e-1 -2.8775511e0 9.3767117e0 9.3767117e0
6.734665e-1 -2.8775511e0 9.7028252e0 9.7028252e0
7.959154e-1 -2.8775511e0 1.00589256e1 1.00589256e1
9.183643e-1 -2.8775511e0 1.04450139e1 1.04450139e1
